# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018
# This file generated on 2018-11-23 17:10:07
item,AU,DE,DOI,SO,id,title,year,DOI link
660,"Nieuwlaar, Evert|Roes, Alexander L.|Patel, Martin K.",ecological modeling|energy analysis|fuel efficiency|industrial ecology|industrial energy use|life cycle assessment (lca),10.1111/jiec.12300,JOURNAL OF INDUSTRIAL ECOLOGY,WOS:000383371000015,Final Energy Requirements of Steam for Use in Environmental Life Cycle Assessment,2016,https://dx.doi.org/10.1111/jiec.12300
404,"Hingerl, Luitpold|Kunstmann, Harald|Wagner, Sven|Mauder, Matthias|Bliefernicht, Jan|Rigon, Riccardo",water and energy flux analysis|eddy covariance measurements|geotop|terrestrial environmental observatories (tereno),10.1002/hyp.10893,HYDROLOGICAL PROCESSES,WOS:000385434400005,Spatio-temporal variability of water and energy fluxes - a case study for a mesoscale catchment in pre-alpine environment,2016,https://dx.doi.org/10.1002/hyp.10893
663,"Rodriguez-Rodriguez, D.|Martinez-Vega, J.",protected area|effectiveness|assessment system|network manager|scientist|siapa,10.1016/j.ecolind.2016.01.011,ECOLOGICAL INDICATORS,WOS:000371098700030,What should be evaluated from a manager's perspective? Developing a salient protected area effectiveness evaluation system for managers and scientists in Spain,2016,https://dx.doi.org/10.1016/j.ecolind.2016.01.011
389,"Whateley, Sarah|Steinschneider, Scott|Brown, Casey",water management|climate change|monte carlo simulation|sequent peak algorithm,10.1061/(ASCE)WR.1943-5452.0000631,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,WOS:000376441100003,Selecting Stochastic Climate Realizations to Efficiently Explore a Wide Range of Climate Risk to Water Resource Systems,2016,https://dx.doi.org/10.1061/(ASCE)WR.1943-5452.0000631
701,"Semakula, Henry Musoke|Song, Guobao|Achuu, Simon Peter|Zhang, Shushen",malaria parasitaemia|bayesian belief network|household factors|children|sub-saharan africa,10.1016/j.envsoft.2015.10.006,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000367105900005,A Bayesian belief network modelling of household factors influencing the risk of malaria: A study of parasitaemia in children under five years of age in sub-Saharan Africa,2016,https://dx.doi.org/10.1016/j.envsoft.2015.10.006
702,"Dmitriev, Vasiliy|Kaledin, Vladimir|Kaledin, Nikolai",geoecological assessment|geosystems|indicator approach|integral indicators,,"ECOLOGY, ECONOMICS, EDUCATION AND LEGISLATION CONFERENCE PROCEEDINGS, SGEM 2016, VOL II",WOS:000391519600113,THEORY AND PRACTICE OF INTEGRATED ASSESSMENT OF THE STATE OF COMPLEX SYSTEMS IN NATURE AND SOCIETY,2016,https://dx.doi.org/
752,"Launiainen, Samuli|Katul, Gabriel G.|Kolari, Pasi|Lindroth, Anders|Lohila, Annalea|Aurela, Mika|Varlagin, Andrej|Grelle, Achim|Vesala, Timo",boreal forest|ecosystem modeling|eddy-covariance|energy budget|evapotranspiration|latent and sensible heat flux|leaf area index|light-use efficiency|remote sensing|water-use efficiency,10.1111/gcb.13497,GLOBAL CHANGE BIOLOGY,WOS:000387813300022,Do the energy fluxes and surface conductance of boreal coniferous forests in Europe scale with leaf area?,2016,https://dx.doi.org/10.1111/gcb.13497
739,"Varga, M.|Balogh, S.|Csukas, B.",gis based process modelling|network based expert interface|generic model interpreter|extensible process model|generic user interface|watershed,10.1016/j.envsoft.2015.10.022,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000367105900020,"An extensible, generic environmental process modelling framework with an example for a watershed of a shallow lake",2016,https://dx.doi.org/10.1016/j.envsoft.2015.10.022
740,"Hartmann, Andreas",,10.1002/wat2.1146,WILEY INTERDISCIPLINARY REVIEWS-WATER,WOS:000382874800001,Putting the cat in the box: why our models should consider subsurface heterogeneity at all scales,2016,https://dx.doi.org/10.1002/wat2.1146
741,"Kundu, Partha|Kumar, Vimal|Hoarau, Yannick|Mishra, Indra Mani",computational fluid dynamics|large eddy simulation|modeling and simulation|porous medium|rans|turbulent flow,10.1016/j.apm.2016.06.043,APPLIED MATHEMATICAL MODELLING,WOS:000393539100013,Numerical simulation and analysis of fluid flow hydrodynamics through a structured array of circular cylinders forming porous medium,2016,https://dx.doi.org/10.1016/j.apm.2016.06.043
742,"Liu, F. F.|Li, Y. P.|Huang, G. H.|Cui, L.|Liu, J.",factorial analysis|fuzzy vertex|hydrological possesses|sensitivity analysis|topography-based hydrological model (topmodel)|uncertainty,10.1061/(ASCE)HE.1943-5584.0001337,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000372804000009,Assessing Uncertainty in Hydrological Processes Using a Fuzzy Vertex Simulation Method,2016,https://dx.doi.org/10.1061/(ASCE)HE.1943-5584.0001337
744,"Costa, Diogo|Burlando, Paolo|Liong, Shie-Yui",river-groundwater systems|fully coupled models|contaminant transport|water quality|river reach and corridor scales,10.1016/j.envsoft.2016.09.009,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000388779600008,Coupling spatially distributed river and groundwater transport models to investigate contaminant dynamics at river corridor scales,2016,https://dx.doi.org/10.1016/j.envsoft.2016.09.009
745,"Viglione, Alberto|Merz, Bruno|Nguyen Viet Dung, |Parajka, Juraj|Nester, Thomas|Bloeschl, Gunter",,10.1002/2016WR019036,WATER RESOURCES RESEARCH,WOS:000383683800022,Attribution of regional flood changes based on scaling fingerprints,2016,https://dx.doi.org/10.1002/2016WR019036
747,"Lari, Kaveh Sookhak|Davis, Greg B.|Johnston, Colin D.",multi-phase|multi-component|hysteresis|simulation|gasoline,10.1016/j.advwatres.2016.07.012,ADVANCES IN WATER RESOURCES,WOS:000384958100017,Incorporating hysteresis in a multi-phase multi-component NAPL modelling framework; a multi-component LNAPL gasoline example,2016,https://dx.doi.org/10.1016/j.advwatres.2016.07.012
368,"Mellor, Jonathan E.|Levy, Karen|Zimmerman, Julie|Elliott, Mark|Bartram, Jamie|Carlton, Elizabeth|Clasen, Thomas|Dillingham, Rebecca|Eisenberg, Joseph|Guerrant, Richard|Lantagne, Daniele|Mihelcic, James|Nelson, Kara",climate change|water|health|diarrhea|complex systems|coupled systems,10.1016/j.scitotenv.2015.12.087,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000370246000010,Planning for climate change: The need for mechanistic systems-based approaches to study climate change impacts on diarrheal diseases,2016,https://dx.doi.org/10.1016/j.scitotenv.2015.12.087
367,"Leung, Juliana Y.|Srinivasan, Sanjay",effective mass transfer coefficient|scaling methods|volume averaging|fractals|geostatistics,10.1016/j.jconhyd.2016.07.007,JOURNAL OF CONTAMINANT HYDROLOGY,WOS:000383299400015,Effects of reservoir heterogeneity on scaling of effective mass transfer coefficient for solute transport,2016,https://dx.doi.org/10.1016/j.jconhyd.2016.07.007
366,"Rasmussen, Jorn|Madsen, Henrik|Jensen, Karsten Hogh|Refsgaard, Jens Christian",,10.5194/hess-20-2103-2016,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000377862900027,Data assimilation in integrated hydrological modelling in the presence of observation bias,2016,https://dx.doi.org/10.5194/hess-20-2103-2016
754,"Langheinrich, Uta|Luederitz, Volker",,,WASSERWIRTSCHAFT,WOS:000371370600003,Assessment of the Ecological Status of Ditches - a Comparison of Approaches,2016,https://dx.doi.org/
1,"Kandiah, Venu K.|Berglund, Emily Z.|Binder, Andrew R.",complex adaptive system|diffusion of innovation|dual water system|sociotechnical transition|urban water management|water reuse,10.1061/(ASCE)WR.1943-5452.0000696,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,WOS:000388223600003,Cellular Automata Modeling Framework for Urban Water Reuse Planning and Management,2016,https://dx.doi.org/10.1061/(ASCE)WR.1943-5452.0000696
363,"Vokoun, Martin|Hanel, Martin",validation|nwp|hydroprognosis|aladin,,"WATER, RESOURCES, FOREST, MARINE AND OCEAN ECOSYSTEMS CONFERENCE PROCEEDINGS, VOL I",WOS:000391653400106,VERIFICATION OF ENSEMBLE PRECIPITATION FORECASTS FOR HYDROLOGICAL MODELLING IN THE CZECH REPUBLIC,2016,https://dx.doi.org/
756,"Aijo, Tarmo|Yue, Xiaojing|Rao, Anjana|Lahdesmaki, Harri",,10.1093/bioinformatics/btw468,BIOINFORMATICS,WOS:000384666800016,LuxGLM: a probabilistic covariate model for quantification of DNA methylation modifications with complex experimental designs,2016,https://dx.doi.org/10.1093/bioinformatics/btw468
760,"Daggupati, Prasad|Deb, Debjani|Srinivasan, Raghavan|Yeganantham, Dhanesh|Mehta, Vikram M.|Rosenberg, Norman J.",large-scale modeling|regionalization|calibration and validation|swat|fine-resolution modeling|crop and water yields,10.1111/1752-1688.12413,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000385007100007,LARGE-SCALE FINE-RESOLUTION HYDROLOGICAL MODELING USING PARAMETER REGIONALIZATION IN THE MISSOURI RIVER BASIN,2016,https://dx.doi.org/10.1111/1752-1688.12413
762,"Moyer, Alexis N.|Moore, R. D.|Koppes, Michele N.",lake-calving glacier|hydrological modelling|trend analysis|glacier hydrology|glacier retreat|peak water,10.1002/hyp.10890,HYDROLOGICAL PROCESSES,WOS:000384773400009,Streamflow response to the rapid retreat of a lake-calving glacier,2016,https://dx.doi.org/10.1002/hyp.10890
358,"Jelin, Benjamin A.|Sun, Wenjie|Kravets, Alexandra|Naboka, Maryna|Stepanova, Eugenia I.|Vdovenko, Vitally Y.|Karmauss, Wilfried J.|Lichosherstov, Alex|Svendsen, Erik R.",epidemiology|exposure modeling|environmental modeling|dietary exposure|child exposure|(137)cesium,10.1038/jes.2015.6,JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,WOS:000386539500003,Quantifying annual internal effective (137)Cesium dose utilizing direct body-burden measurement and ecological dose modeling,2016,https://dx.doi.org/10.1038/jes.2015.6
357,"Romero, Estela|Le Gendre, Romain|Garnier, Josette|Billen, Gilles|Fisson, Cedric|Silvestre, Marie|Riou, Philippe",seine river|water quality|nutrients|long-term trends|wfd|policy,10.1016/j.envsci.2016.01.016,ENVIRONMENTAL SCIENCE & POLICY,WOS:000370900400015,Long-term water quality in the lower Seine: Lessons learned over 4 decades of monitoring,2016,https://dx.doi.org/10.1016/j.envsci.2016.01.016
765,"Dumitrache, Rodica Claudia|Iriza, Amalia|Maco, Bogdan Alexandru|Barbu, Cosmin Danut|Hirtl, Marcus|Mantovani, Simone|Nicola, Oana|Irimescu, Anisoara|Craciunescu, Vasile|Ristea, Alina|Diamandi, Andrei",air quality modeling|wrf-chem|pm10|ground and satellite data assimilation,10.1016/j.atmosenv.2016.08.063,ATMOSPHERIC ENVIRONMENT,WOS:000383932400026,Study on the influence of ground and satellite observations on the numerical air-quality for PM10 over Romanian territory,2016,https://dx.doi.org/10.1016/j.atmosenv.2016.08.063
766,"Lobanova, Anastasia|Koch, Hagen|Liersch, Stefan|Hattermann, Fred F.|Krysanova, Valentina",tagus|hydrological modelling|swim|reservoirs|hydropower|climate change,10.1002/hyp.10966,HYDROLOGICAL PROCESSES,WOS:000392866700012,Impacts of changing climate on the hydrology and hydropower production of the Tagus River basin,2016,https://dx.doi.org/10.1002/hyp.10966
767,"Wu, Huijuan|Leong, Ching",indicators and indices|integrated assessment|iwrm|river basin|sustainability,10.2166/wp.2016.109,WATER POLICY,WOS:000391298000009,"A composite framework of river sustainability: integration across time, space and interests in the Yellow River and Ganges River",2016,https://dx.doi.org/10.2166/wp.2016.109
768,"Agathokleous, Agathoklis|Christodoulou, Symeon|Kyriakides, E|Kyriacou, E|Ellinas, G|Louca, S|Mavromoustakis, C|Michael, D|Vassiliou, |Hadjichristofi, G|Georgiou, J|Panayiotou, C|Paschalidou, A|Loizou, C|Pattichis, CS",water distribution networks|intermittent water supply|survival analysis|environmental modeling and data analysis,,PROCEEDINGS OF THE 18TH MEDITERRANEAN ELECTROTECHNICAL CONFERENCE MELECON 2016,WOS:000390719500169,Modeling and Analysis of Urban Water Distribution Networks During Intermittent Water Supply Periods,2016,https://dx.doi.org/
738,"Zhu, Dehua|Echendu, Shirley|Xuan, Yunqing|Webster, Mike|Cluckie, Ian",,10.5194/hess-20-4707-2016,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000388723800001,Coupled hydro-meteorological modelling on a HPC platform for high-resolution extreme weather impact study,2016,https://dx.doi.org/10.5194/hess-20-4707-2016
736,"Chadalawada, Jayashree|Havlicek, Vojtech|Babovic, Vladan|Kim, JH|Kim, HS|Yoo, DG|Jung, D|Song, CG",genetic programming|multi-objective optimization|system identification|data driven modelling in hydrology|urban rainfall-runoff modelling,10.1016/j.proeng.2016.07.601,12TH INTERNATIONAL CONFERENCE ON HYDROINFORMATICS (HIC 2016) - SMART WATER FOR THE FUTURE,WOS:000385793200147,Genetic Programming based Approach towards Understanding the Dynamics of Urban Rainfall-Runoff Process,2016,https://dx.doi.org/10.1016/j.proeng.2016.07.601
704,"Berestneva, Olga|Zharkova, Oxana|Pekker, Yakov|Marukhina, Olga|Hassanin, Hatem M. A.|Sharopin, Konstantin|Berestneva, O|Tikhomirov, A|Trufanov, A",adaptive possibilities biosystems|entropy methods|integrated assessment|state of biosystems|modeling complex systems,,"PROCEEDINGS OF THE 2016 CONFERENCE ON INFORMATION TECHNOLOGIES IN SCIENCE, MANAGEMENT, SOCIAL SPHERE AND MEDICINE (ITSMSSM)",WOS:000390305500049,Entropy Methods Application For Biosystems State Analysis,2016,https://dx.doi.org/
720,"Dias, Daniela|Tchepel, Oxana|Antunes, Antonio Pais",low emission zones|traffic-related air pollution|transportation modelling|emissions modelling|air quality modelling|impact evaluation,10.1016/j.jenvman.2016.04.031,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000376805300029,Integrated modelling approach for the evaluation of low emission zones,2016,https://dx.doi.org/10.1016/j.jenvman.2016.04.031
386,"Liao, Hehuan|Krometis, Leigh-Anne H.|Kline, Karen",fecal indicator bacteria|human illness risks|quantitative microbial risk assessment|total maximum daily load|waterborne diseases,10.1016/j.scitotenv.2016.02.044,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000372589800070,Coupling a continuous watershed-scale microbial fate and transport model with a stochastic dose-response model to estimate risk of illness in an urban watershed,2016,https://dx.doi.org/10.1016/j.scitotenv.2016.02.044
709,"Zijp, Michiel C.|Posthuma, Leo|Wintersen, Arjen|Devilee, Jeroen|Swartjes, Frank A.",solution-focused|sustainability|wicked problem|human health risk assessment|ecological risk assessment|sediment management,10.1016/j.envint.2016.03.006,ENVIRONMENT INTERNATIONAL,WOS:000375630500034,"Definition and use of Solution-focused Sustainability Assessment: A novel approach to generate, explore and decide on sustainable solutions for wicked problems",2016,https://dx.doi.org/10.1016/j.envint.2016.03.006
383,"Felix, Vagner de Souza|da Paz, Adriano Rolim",mgb-iph|distributed hydrologic model|rainfall-runoff modeling|intermittent river|semiarid region,10.1590/2318-0331.011616009,RBRH-REVISTA BRASILEIRA DE RECURSOS HIDRICOS,WOS:000407703400008,Hydrological processes representation in a semiarid catchment located in Paraiba state with distributed hydrological modeling,2016,https://dx.doi.org/10.1590/2318-0331.011616009
711,"Zhuo, Lu|Han, Dawei|Kim, JH|Kim, HS|Yoo, DG|Jung, D|Song, CG",soil moisture|satellite remote sensing|hydrological modelling,10.1016/j.proeng.2016.07.499,12TH INTERNATIONAL CONFERENCE ON HYDROINFORMATICS (HIC 2016) - SMART WATER FOR THE FUTURE,WOS:000385793200183,The Relevance of Soil Moisture by Remote Sensing and Hydrological Modelling,2016,https://dx.doi.org/10.1016/j.proeng.2016.07.499
712,"Zhuo, Lu|Han, Dawei|Dai, Qiang",smos brightness temperature|soil moisture|local linear regression (llr)|artificial neural networks (anns)|soil moisture deficit (smd)|hydrological modelling,10.1016/j.jhydrol.2016.05.052,JOURNAL OF HYDROLOGY,WOS:000378953700030,Soil moisture deficit estimation using satellite multi-angle brightness temperature,2016,https://dx.doi.org/10.1016/j.jhydrol.2016.05.052
713,"Zemtsov, Stepan P.|Goryachko, Mariya D.|Baburin, Vyacheslav L.|Krylenko, Inna N.|Yumina, Natalia M.",socio-economic risks|economic damage analysis|social vulnerability index|hydrological hazards|slavyansk municipal,10.1007/s11069-016-2290-4,NATURAL HAZARDS,WOS:000376431300004,Integrated assessment of socio-economic risks of hazardous hydrological phenomena in Slavyansk municipal district,2016,https://dx.doi.org/10.1007/s11069-016-2290-4
714,"Audzijonyte, Asta|Kuparinen, Anna",ecosystem modeling|fisheries-induced evolution|per capita population growth rate|recovery|size-based predation|depredacion por tamanos|evolucion inducida por las pesquerias|modelado de ecosistemas|tasa de crecimiento poblacional per capita,10.1111/cobi.12651,CONSERVATION BIOLOGY,WOS:000379947700007,The role of life histories and trophic interactions in population recovery,2016,https://dx.doi.org/10.1111/cobi.12651
380,"Ham, Jonghwa|Hong, Yoon-Seok Timothy",uncertainty analysis|integrated modelling system|river basin management measure|treatment wetland|monte carlo simulation|glue,10.1002/ird.2069,IRRIGATION AND DRAINAGE,WOS:000386949600028,Integrated Modelling System with Uncertainty Analysis for Reservoir Water Quality Management in a Reclamation River Basin,2016,https://dx.doi.org/10.1002/ird.2069
718,"Shabani, Farzin|Cacho, Oscar|Kumar, Lalit",agriculture|climate change|climex|phoenix dactylifera l|date palms|economics,10.1080/10807039.2016.1162089,HUMAN AND ECOLOGICAL RISK ASSESSMENT,WOS:000379244900011,Effects of climate change on economic feasibility of future date palm production: An integrated assessment in Iran,2016,https://dx.doi.org/10.1080/10807039.2016.1162089
719,"Veettil, Anoop Valiya|Mishra, Ashok K.",water scarcity|water vulnerability|blue water|green water|swat,10.1016/j.jhydrol.2016.09.032,JOURNAL OF HYDROLOGY,WOS:000388248400042,Water security assessment using blue and green water footprint concepts,2016,https://dx.doi.org/10.1016/j.jhydrol.2016.09.032
721,"Ali, Hafiz Munsub|Lee, Daniel C.",swarm intelligence|fireworks algorithm|similarity measure|max-sat,,2016 SIXTH INTERNATIONAL CONFERENCE ON INNOVATIVE COMPUTING TECHNOLOGY (INTECH),WOS:000405503900036,Solving the MAX-SAT Problem by Binary Enhanced Fireworks Algorithm,2016,https://dx.doi.org/
371,"MacDonald, Matthew K.|Davison, Bruce J.|Mekonnen, Muluneh A.|Pietroniro, Alain",land surface scheme|forcing|model|uncertainty|hydrology|mountains|forest|prairies,10.1080/02626667.2016.1177185,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000387163700006,Comparison of land surface scheme simulations with field observations versus atmospheric model output as forcing,2016,https://dx.doi.org/10.1080/02626667.2016.1177185
379,"Belachew, Dagnachew Legesse|Leavesley, George|David, Olaf|Patterson, Dave|Aggarwal, Pradeep|Araguas, Luis|Terzer, Stefan|Carlson, Jack",groundwater|hydrogen-2|isotope ecology|isotope hydrological modeling|lake victoria|nile river|oxygen-18,10.1080/10256016.2015.1113959,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,WOS:000383923800011,"IAEA Isotope-enabled coupled catchment-lake water balance model, IWBMIso: description and validation",2016,https://dx.doi.org/10.1080/10256016.2015.1113959
378,"Dahri, Zakir Hussain|Ludwig, Fulco|Moors, Eddy|Ahmad, Bashir|Khan, Asif|Kabat, Pavel",indus basin|precipitation distribution|high-altitude areas|gridded precipitation products|bias correction,10.1016/j.scitotenv.2016.01.001,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000370246000031,An appraisal of precipitation distribution in the high-altitude catchments of the Indus basin,2016,https://dx.doi.org/10.1016/j.scitotenv.2016.01.001
724,"Smith, Steven J.|Rao, Shilpa|Riahi, Keywan|van Vuuren, Detlef P.|Calvin, Katherine V.|Kyle, Page",,10.1007/s10584-016-1733-y,CLIMATIC CHANGE,WOS:000382138400002,Future aerosol emissions: a multi-model comparison,2016,https://dx.doi.org/10.1007/s10584-016-1733-y
376,"Prohaska, Stevan|Zlatanovic, Nikola",kolubara 2014|floods|hydrological modelling,,HRVATSKE VODE,WOS:000407248500002,Reconstruction of the catastrophic May 2014 flood in the Kolubara river basin (Serbia),2016,https://dx.doi.org/
727,"Mockler, E. M.|Chun, K. P.|Sapriza-Azuri, G.|Bruen, M.|Wheater, H. S.",uncertainty|hydrological modelling|rainfall modelling|model parameters|performance criteria,10.1016/j.advwatres.2016.10.008,ADVANCES IN WATER RESOURCES,WOS:000386773500025,Assessing the relative importance of parameter and forcing uncertainty and their interactions in conceptual hydrological model simulations,2016,https://dx.doi.org/10.1016/j.advwatres.2016.10.008
728,"Zhang, Rong|Moreira, Madalena|Corte-Real, Joao",multi-objective optimization|nsga-ii|physically based spatially distributed hydrological modelling|reference point approach|shetran model|simulated binary crossover (sbx),10.2166/hydro.2015.219,JOURNAL OF HYDROINFORMATICS,WOS:000375726000003,"Multi-objective calibration of the physically based, spatially distributed SHETRAN hydrological model",2016,https://dx.doi.org/10.2166/hydro.2015.219
729,"Hendricks, Sarah A.|Clee, Paul R. Sesink|Harrigan, Ryan J.|Pollinger, John P.|Freedman, Adam H.|Callas, Richard|Figura, Peter J.|Wayne, Robert K.",anthropogenic disturbance|canis lupus baileyi|distribution modeling|historical range|museum specimens|reintroduction programs,10.1016/j.biocon.2015.11.027,BIOLOGICAL CONSERVATION,WOS:000369456300006,Re-defining historical geographic range in species with sparse records: Implications for the Mexican wolf reintroduction program,2016,https://dx.doi.org/10.1016/j.biocon.2015.11.027
730,"Muller, Nicholas Z.",pareto distribution|power laws|local air pollution|integrated assessment|fat tails,10.1007/s10666-015-9466-2,ENVIRONMENTAL MODELING & ASSESSMENT,WOS:000367879300003,Power Laws and Air Pollution,2016,https://dx.doi.org/10.1007/s10666-015-9466-2
374,"Bartyzel, Jakub|Rozanski, Kazimierz",bromotrifluoromethane|gaseous anthropogenic tracers|groundwater dating|hydrological modelling|isotope hydrology|sulphur hexafluoride|sf5cf3|tritium,10.1080/10256016.2015.1135137,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,WOS:000383923800008,"Dating of young groundwater using four anthropogenic trace gases (SF6, SF5CF3, CFC-12 and Halon-1301): methodology and first results",2016,https://dx.doi.org/10.1080/10256016.2015.1135137
373,"Essou, Gilles R. C.|Arsenault, Richard|Brissette, Francois P.",interpolated data|bias|hydrological modeling|calibration|performance comparison,10.1016/j.jhydrol.2016.03.063,JOURNAL OF HYDROLOGY,WOS:000376212200031,Comparison of climate datasets for lumped hydrological modeling over the continental United States,2016,https://dx.doi.org/10.1016/j.jhydrol.2016.03.063
419,"Chuwah, Clifford|van Noije, Twan|van Vuuren, Detlef P.|Le Sager, Philippe|Hazeleger, Wilco",,10.1007/s10584-015-1525-9,CLIMATIC CHANGE,WOS:000367198900001,Global and regional climate impacts of future aerosol mitigation in an RCP6.0-like scenario in EC-Earth,2016,https://dx.doi.org/10.1007/s10584-015-1525-9
629,"Parkinson, Simon C.|Djilali, Ned|Krey, Volker|Fricko, Oliver|Johnson, Nils|Khan, Zarrar|Sedraoui, Khaled|Almasoud, Abdulrahman H.",,10.1021/acs.est.5b05852,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000370454200004,Impacts of Groundwater Constraints on Saudi Arabia's Low-Carbon Electricity Supply Strategy,2016,https://dx.doi.org/10.1021/acs.est.5b05852
770,"d'Amore, Federico|Bezzo, Fabrizio",alternative fuel vehicle|bioethanol and bioelectricity supply chain|first and second generation|indirect land use change|multi-objective optimisation,10.1016/j.compchemeng.2016.01.003,COMPUTERS & CHEMICAL ENGINEERING,WOS:000370865300006,Strategic optimisation of biomass-based energy supply chains for sustainable mobility,2016,https://dx.doi.org/10.1016/j.compchemeng.2016.01.003
627,"Sun, Ning|Yearsley, John|Baptiste, Marisa|Cao, Qian|Lettenmaier, Dennis P.|Nijssen, Bart",stream water quality|land use change|climate change|non-point source pollution,10.1002/hyp.10964,HYDROLOGICAL PROCESSES,WOS:000393030500008,A spatially distributed model for assessment of the effects of changing land use and climate on urban stream quality,2016,https://dx.doi.org/10.1002/hyp.10964
523,"Liu Feng, |Geng Xiaoyuan, |Zhu A-xing, |Fraser, Walter|Song Xiaodong, |Zhang Ganlin, ",legacy pedon data|similarity-based prediction|spatial disaggregation|conventional soil maps,10.1007/s40333-016-0087-7,JOURNAL OF ARID LAND,WOS:000378931000010,Soil polygon disaggregation through similarity-based prediction with legacy pedons,2016,https://dx.doi.org/10.1007/s40333-016-0087-7
477,"Dietz, Simon|Bowen, Alex|Dixon, Charlie|Gradwell, Philip",,10.1038/NCLIMATE2972,NATURE CLIMATE CHANGE,WOS:000378608900016,'Climate value at risk' of global financial assets,2016,https://dx.doi.org/10.1038/NCLIMATE2972
476,"van Daal-Rombouts, Petra|Sun, Siao|Langeveld, Jeroen|Bertrand-Krajewski, Jean-Luc|Clemens, Francois",calibration|conceptual models|full hydrodynamic models|integrated modelling|monitoring|urban drainage systems,10.1016/j.jhydrol.2016.04.056,JOURNAL OF HYDROLOGY,WOS:000378360600049,Design and performance evaluation of a simplified dynamic model for combined sewer overflows in pumped sewer systems,2016,https://dx.doi.org/10.1016/j.jhydrol.2016.04.056
526,"Sriwongsitanon, Nutchanart|Gao, Hongkai|Savenije, Hubert H. G.|Maekan, Ekkarin|Saengsawang, Sirikanya|Thianpopirug, Sansarith",,10.5194/hess-20-3361-2016,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000383798700001,Comparing the Normalized Difference Infrared Index (NDII) with root zone storage in a lumped conceptual model,2016,https://dx.doi.org/10.5194/hess-20-3361-2016
527,"Fernandez, Francisco J.|Ponce, Roberto D.|Blanco, Maria|Rivera, Diego|Vasquez, Felipe",hydro-economic model|small-scale farmers|risk|water variability|climate change,10.1007/s11269-016-1227-8,WATER RESOURCES MANAGEMENT,WOS:000369520100004,Water Variability and the Economic Impacts on Small-Scale Farmers. A Farm Risk-Based Integrated Modelling Approach,2016,https://dx.doi.org/10.1007/s11269-016-1227-8
528,"Simpson, Micheal J.|Hubbart, Jason A.|Fox, Neil I.",radar|dual polarization|rain rates|reflectivity|kdp|zdr|long range,10.1002/hyp.10873,HYDROLOGICAL PROCESSES,WOS:000384773400012,Ground truthed performance of single-and dual-polarized radar rain rates at large ranges,2016,https://dx.doi.org/10.1002/hyp.10873
529,"Saha, Budhaditya|Thin Nguyen, |Phung, Dinh|Venkatesh, Svetha",health information management|statistical learning|predictive models,10.1109/JBHI.2016.2543741,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,WOS:000380128300005,A Framework for Classifying Online Mental Health-Related Communities With an Interest in Depression,2016,https://dx.doi.org/10.1109/JBHI.2016.2543741
531,"Aladejana, O. O.|Anifowose, A. Y. B.|Fagbohun, B. J.",hydrological modeling|analytical hierarchy process|weighted index overlay analysis|nrcs-cn|gis|remote sensing,10.1007/s40808-016-0234-3,MODELING EARTH SYSTEMS AND ENVIRONMENT,WOS:000443619500009,Testing the ability of an empirical hydrological model to verify a knowledge-based groundwater potential zone mapping methodology,2016,https://dx.doi.org/10.1007/s40808-016-0234-3
473,"Deryng, Delphine|Elliott, Joshua|Folberth, Christian|Mueller, Christoph|Pugh, Thomas A. M.|Boote, Kenneth J.|Conway, Declan|Ruane, Alex C.|Gerten, Dieter|Jones, James W.|Khabarov, Nikolay|Olin, Stefan|Schapho, Sibyll|Schmid, Erwin|Yang, Hong|Rosenzweig, Cynthia",,10.1038/NCLIMATE2995,NATURE CLIMATE CHANGE,WOS:000382134800018,Regional disparities in the beneficial effects of rising CO2 concentrations on crop water productivity,2016,https://dx.doi.org/10.1038/NCLIMATE2995
534,"Allen, Cameron|Metternicht, Graciela|Wiedmann, Thomas",scenario modelling|sustainable development goals|sustainability science|ecological economics|multi-criteria analysis|analytical hierarchy process,10.1016/j.envsci.2016.09.008,ENVIRONMENTAL SCIENCE & POLICY,WOS:000389089300021,National pathways to the Sustainable Development Goals (SDGs): A comparative review of scenario modelling tools,2016,https://dx.doi.org/10.1016/j.envsci.2016.09.008
