# Data from Clarivate Analytics' Web of Science, retrieved 24 February 2018
# This file generated on 2019-02-24 17:43:18
item,id,year,title,AU,SO,DE
5143,WOS:000436636100004,2018,Environmental data stream mining through a case-based stochastic learning approach,"Cabrera, Fernando Orduna|Sanchez-Marre, Miquel",ENVIRONMENTAL MODELLING & SOFTWARE,data science|data stream mining|dynamic case learning|stochastic learning|case-based reasoning|air quality detection|environmental modelling
5144,WOS:000326902800006,2013,"A river system modelling platform for Murray-Darling Basin, Australia","Yang, Ang|Podger, Geoff|Seaton, Shane|Power, Robert",JOURNAL OF HYDROINFORMATICS,agent-based modelling|murray-darling basin|river system model
5145,WOS:000389316200087,2016,Lightweight Design Solutions in the Automotive Field: Environmental Modelling Based on Fuel Reduction Value Applied to Diesel Turbocharged Vehicles,"Delogu, Massimo|Del Pero, Francesco|Pierini, Marco",SUSTAINABILITY,automotive|fuel consumption|fuel reduction value (frv)|life cycle assessment (lca)|light-weighting|vehicle system dynamics
5146,WOS:000312517200001,2013,Thematic Issue on the Future of Integrated Modeling Science and Technology Preface,"Laniak, Gerard F.|Rizzoli, Andrea E.|Voinov, Alexey",ENVIRONMENTAL MODELLING & SOFTWARE,
5147,WOS:000244092000015,2007,Model analysis of grazing effect on above-ground biomass and above-ground net primary production of a Mongolian grassland ecosystem,"Chen, Yuxiang|Lee, Gilzae|Lee, Pilzae|Oikawa, Takehisa",JOURNAL OF HYDROLOGY,mongolia|raise|grazing|biomass|net primary production
5148,WOS:000234408100002,2005,Simulating stakeholder support in a policy process: An application to river management,"Valkering, P|Rotmans, J|Krywkow, J|van der Veen, A",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,agent based modeling|participatory processes|stakeholders|river management
5149,WOS:000264512000002,2009,Assessing the impact of land use change on hydrology by ensemble modeling (LUCHEM). I: Model intercomparison with current land use,"Breuer, L.|Huisman, J. A.|Willems, P.|Bormann, H.|Bronstert, A.|Croke, B. F. W.|Frede, H. -G.|Graeff, T.|Hubrechts, L.|Jakeman, A. J.|Kite, G.|Lanini, J.|Leavesley, G.|Lettenmaier, D. P.|Lindstroem, G.|Seibert, J.|Sivapalan, M.|Viney, N. R.",ADVANCES IN WATER RESOURCES,hydrological modeling|ensemble modeling|land use|model structure|catchment model performance
5150,WOS:000237670100002,2006,Improved simulation of flow regime transition in sewers: Two-component pressure approach,"Vasconcelos, Jose G.|Wright, Steven J.|Roe, Philip L.",JOURNAL OF HYDRAULIC ENGINEERING,transient flow|pipes|simulation|sewers|open channel flow
5151,WOS:000380490000049,2015,Interaction modeling to support collaboration in mechanized tunneling,"Manickam, P.|Hegemann, F.|Koch, C.|Lehner, K.|Koenig, M.|Mahdavi, A|Martens, B|Scherer, R","EWORK AND EBUSINESS IN ARCHITECTURE, ENGINEERING AND CONSTRUCTION 2014",
5152,WOS:A1994MP96100005,1994,INTEGRATING DISTRIBUTED MODELS - THE ARCHITECTURE OF ENVISION,"HEIM, JA",INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,
5153,WOS:000172971700030,2001,Probabilistic characterization of uncertainties of climate change impact assessments,"Schumann, AH|Antl, M|Schumann, AH|Acreman, MC|Davis, R|Marino, MA|Rosbjerg, D|Jun, ",REGIONAL MANAGEMENT OF WATER RESOURCES,climate change|gcm|climate scenarios|hydrological modelling|monte-carlo simulations|runoff scenarios|risk assessments
5154,WOS:000303284500021,2012,"Assessing innovative cropping systems with DEXiPM, a qualitative multi-criteria assessment tool derived from DEXi","Pelzer, Elise|Fortino, Gabriele|Bockstaller, Christian|Angevin, Frederique|Lamine, Claire|Moonen, Camilla|Vasileiadis, Vasileios|Guerin, Daniel|Guichard, Laurence|Reau, Raymond|Messean, Antoine",ECOLOGICAL INDICATORS,cropping system|integrated pest management|sustainability assessment|ex ante|qualitative multi-attribute decision|models|dexi
5155,WOS:000314687500022,2013,An integrated assessment of global and regional water demands for electricity generation to 2095,"Davies, Evan G. R.|Kyle, Page|Edmonds, James A.",ADVANCES IN WATER RESOURCES,electric power|integrated assessment|water use|water withdrawal|water consumption
5156,WOS:000379420000013,2016,"Estimating drought risk across Europe from reported drought impacts, drought indices, and vulnerability factors","Blauhut, Veit|Stahl, Kerstin|Stagge, James Howard|Tallaksen, Lena M.|De Stefano, Lucia|Vogt, Juergen",HYDROLOGY AND EARTH SYSTEM SCIENCES,
5157,WOS:000440266100015,2018,Landscape metrics as indicators of avian diversity and community measures,"Morelli, Federico|Benedetti, Yanina|Simova, Petra",ECOLOGICAL INDICATORS,biodiversity|bird assemblages|community metric|landscape heterogeneity|model performance|surrogacy
5158,WOS:000312722200011,2013,A numerical model of birch pollen emission and dispersion in the atmosphere. Model evaluation and sensitivity analysis,"Siljamo, Pilvi|Sofiev, Mikhail|Filatova, Elena|Grewling, Lukasz|Jaeger, Siegfried|Khoreva, Ekaterina|Linkosalo, Tapio|Ortega Jimenez, Sara|Ranta, Hanna|Rantio-Lehtimaki, Auli|Svetlov, Anton|Veriankaite, Laura|Yakovleva, Ekaterina|Kukkonen, Jaakko",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,pollen dispersion|dispersion model evaluation|quality of pollen forecast
5159,WOS:000409334100017,2017,"Analysis of interactive effects of DEM resolution and basin subdivision level on runoff simulation in Kaidu River Basin, China","Sun, J.|Li, Y. P.|Huang, G. H.|Wang, C. X.",HYDROLOGY RESEARCH,basin subdivision|dem|hydrological modeling|interaction analysis|slurp|uncertainty
5160,WOS:000439401800066,2018,Watershed erosion modeling using the probability of sediment connectivity in a gently rolling system,"Mahoney, David Tyler|Fox, James Forrest|Al Aamery, Nabil",JOURNAL OF HYDROLOGY,sediment transport|stochastic|watershed scale|disconnectivity
5161,WOS:A1996VM29400002,1996,Atrazine and water quality: An evaluation of alternative policy options,"Lakshminarayan, PG|Bouzaher, A|Shogren, JF",JOURNAL OF ENVIRONMENTAL MANAGEMENT,atrazine|integrated modeling|tradeoff|water quality
5162,WOS:000430181700091,2017,Reshaping the Activated Sludge Model ASM2d for Better Manageability and Higher Integration Potential,"Pham, H. H.|Wouters, Y.|Dalmau, M.|Comas, J.|Smets, I.|Mannina, G","FRONTIERS IN WASTEWATER TREATMENT AND MODELLING, FICWTM 2017",wastewater treatment modeling|asm2d|model integration
5163,WOS:000246359900024,2006,Applications of Bayesian networks in ecological modeling,"Mead, Reggie|Paxton, John|Sojda, Rick|Tian, H",PROCEEDINGS OF THE SECOND IASTED INTERNATIONAL CONFERENCE ON ENVIRONMENTAL MODELLING AND SIMULATION,bayesian belief networks|modelling and simulation of ecosystems|statistics
5164,WOS:000323860700048,2013,A new stochastic dynamic tool to improve the accuracy of mortality estimates for bats killed at wind farms,"Bastos, Rita|Santos, Mario|Cabral, Joao Alexandre",ECOLOGICAL INDICATORS,mortality estimators|bat fatalities|wind farms|stochastic dynamic modelling|environmental impact assessment|general ecological monitoring
5165,WOS:000285907200008,2010,Practitioner training for building capacity in ICZM,"Le Tissier, Martin D'a A.|Hills, Jeremy M.",OCEAN & COASTAL MANAGEMENT,
5166,WOS:000237134600011,2006,Is the groundwater reservoir linear? Learning from data in hydrological modelling,"Fenicia, F|Savenije, HHG|Matgen, P|Pfister, L",HYDROLOGY AND EARTH SYSTEM SCIENCES,
5167,WOS:000235682800006,2006,Architectural concepts and Design Patterns for behavior modeling and integration,"Perronne, JM|Thiry, L|Thirion, B",MATHEMATICS AND COMPUTERS IN SIMULATION,software architecture|object-oriented modeling|control software|design patterns|complex behaviors
5168,WOS:000232902200006,2005,Agent-based modeling and genetic programming for modeling land change in the Southern Yucatan Peninsular Region of Mexico,"Manson, SM",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,agent-based model|genetic program|land-use and land-cover change|multicriteria evaluation|symbolic regression
5169,WOS:000228434400006,2005,Appropriate spatial sampling of rainfall for flow simulation,"Dong, XH|Dohmen-Janssen, CM|Booij, MJ",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,flow simulation|hbv model|precipitation|raingauge network design|spatial sampling
5170,WOS:000451323500002,2018,Which method to use? An assessment of data mining methods in Environmental Data Science,"Gibert, Karina|Izquierdo, Joaquin|Sanchez-Marre, Miquel|Hamilton, Serena H.|Rodriguez-Roda, Ignasi|Holmes, Geoff",ENVIRONMENTAL MODELLING & SOFTWARE,data mining|data science|method selection|multidisciplinarity|environmental systems
5171,WOS:000427486800014,2018,Utility network optimization in eco-industrial parks by a multi-leader follower game methodology,"Ramos, Manuel A.|Rocafull, Mariona|Boix, Marianne|Aussel, Didier|Montastruc, Ludovic|Domenech, Serge",COMPUTERS & CHEMICAL ENGINEERING,eco-industrial parks|multi-leader-follower game|nash equilibrium|utility network|mpcc|game theory|process simulation
5172,WOS:000346397700005,2015,An advanced hydro-mechanical constitutive model for unsaturated soils with different initial densities,"Zhou, Annan|Sheng, Daichao",COMPUTERS AND GEOTECHNICS,unsaturated soils|compacted soils|bishop's effective stress|degree of saturation|hydro-mechanical interaction|initial densities
5173,WOS:000335415400002,2014,Linking spatially explicit species distribution and population models to plan for the persistence of plant species under global change,"Franklin, Janet|Regan, Helen M.|Syphard, Alexandra D.",ENVIRONMENTAL CONSERVATION,biodiversity|population viability|population model|fire|california|species distribution model|rare plant species|urban growth model|land-use change|climate change
5174,WOS:000427961300004,2018,Improving Streamflow Prediction Using Uncertainty Analysis and Bayesian Model Averaging,"Meira Neto, Antonio A.|Oliveira, Paulo Tarso S.|Rodrigues, Dulce B. B.|Wendland, Edson",JOURNAL OF HYDROLOGIC ENGINEERING,bayesian model averaging|hydrological modeling|soil and water assessment tool (swat) model|uncertainty analysis
5175,WOS:000341591900062,2013,Costing Mixed Coxian Phase-type Systems in a given time interval,"McClean, Sally|Garg, Lalit|Gillespie, Jennifer|Fullerton, Ken|Rodrigues, PP|Pechenizkiy, M|Gama, J|Correia, RC|Liu, J|Traina, A|Lucas, P|Soda, P",2013 IEEE 26TH INTERNATIONAL SYMPOSIUM ON COMPUTER-BASED MEDICAL SYSTEMS (CBMS),
5176,WOS:000457690600020,2017,Using the Ocean Health Index to Identify Opportunities and Challenges to Improving Southern Ocean Ecosystem Health,"Longo, Catherine S.|Frazier, Melanie|Doney, Scott C.|Rheuban, Jennie E.|Humberstone, Jennifer Macy|Halpern, Benjamin S.",FRONTIERS IN MARINE SCIENCE,fisheries|polar|coupled systems|integrated assessment|antarctic treaty system
5177,WOS:000172149200042,2001,Integration of environmental indicators for the US mid-Atlantic region,"Paul, JF|DeMoss, TB",HUMAN AND ECOLOGICAL RISK ASSESSMENT,mid-atlantic region|environmental indicators|indicators
5178,WOS:000341597600004,2014,Integrated assessment of global water scarcity over the 21st century under multiple climate change mitigation policies,"Hejazi, M. I.|Edmonds, J.|Clarke, L.|Kyle, P.|Davies, E.|Chaturvedi, V.|Wise, M.|Patel, P.|Eom, J.|Calvin, K.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
5179,WOS:000088070000003,2000,Product data modelling for the computer integrated manufacturing of plate bending process in shipbuilding,"Shin, JG|Ryu, CH|Choe, SW",INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,
5180,WOS:000428767000001,2018,Evaluating the use of biomass energy with carbon capture and storage in low emission scenarios,"Vaughan, Naomi E.|Gough, Clair|Mander, Sarah|Littleton, Emma W.|Welfle, Andrew|Gernaat, David E. H. J.|van Vuuren, Detlef P.",ENVIRONMENTAL RESEARCH LETTERS,1.5 degrees c|biomass energy with carbon capture and storage|integrated assessment model|negative emissions technologies|carbon dioxide removal|2 degrees c|climate change mitigation
5181,WOS:000228537700004,2005,A systems-based approach for generating quantitative models of microstructural evolution in silicon materials processing,"Frewen, TA|Sinno, T|Haeckl, W|von Ammon, W",COMPUTERS & CHEMICAL ENGINEERING,semiconductor silicon processing|point defects|microdefects|model regression
5182,WOS:000272426500035,2009,Development of a modelling framework in response to new European energy-efficiency regulatory obligations: The Irish experience,"Hull, David|O Gallachoir, Brian P.|Walker, Neil",ENERGY POLICY,energy demand modelling|rebound effects|national energy-efficiency action plan
5183,WOS:000351971700061,2015,"Global sensitivity analysis in hydrological modeling: Review of concepts, methods, theoretical framework, and applications","Song, Xiaomeng|Zhang, Jianyun|Zhan, Chesheng|Xuan, Yunqing|Ye, Ming|Xu, Chonggang",JOURNAL OF HYDROLOGY,global method|hydrological model|parameter optimization|sensitivity analysis|uncertainty analysis
5184,WOS:000305718600004,2012,Frequency analysis of river water quality using integrated urban wastewater models,"Fu, Guangtao|Butler, David",WATER SCIENCE AND TECHNOLOGY,combined sewer overflow|frequency analysis|integrated modelling|urban drainage system|water quality
5185,WOS:000303319500006,2012,A hybrid simulation framework for the evaluation of common radio resource management scenarios,"Pillekeit, Andreas|Mueller-Clostermann, Bruno",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,common radio resource management|heterogeneous networks|hybrid simulation|joint radio resource management|multi standard radio resource management
5186,WOS:000305830400008,2012,On the influence of cell size in physically-based distributed hydrological modelling to assess extreme values in water resource planning,"Egueen, M.|Aguilar, C.|Herrero, J.|Millares, A.|Polo, M. J.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,
5187,WOS:000440471200007,2018,Water quality modelling: microbial risks associated with manure on pasture and arable land,"Sokolova, Ekaterina|Lindstrom, Goran|Pers, Charlotta|Stromqvist, Johan|Lewerin, Susanna Sternberg|Wahlstrom, Helene|Soren, Kaisa",JOURNAL OF WATER AND HEALTH,c. parvum|hydrodynamic modelling|hydrological modelling|pathogens|salmonella|vtec
5188,WOS:000441983800006,2018,Implications of indicator aggregation methods for global change vulnerability reduction efforts,"Machado, Elia A.|Ratick, Samuel",MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,indicator aggregation methods|decision making|prioritization|risk strategy|trade-off|vulnerability indices
5189,WOS:000172820300035,2001,Biotic ligand model of the acute toxicity of metals. 2. Application to acute copper toxicity in freshwater fish and Daphnia,"Santore, RC|Di Toro, DM|Paquin, PR|Allen, HE|Meyer, JS",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,biotic ligand model|copper|bioavailability|fathead minnow|daphnia
5190,WOS:000222600400002,2004,Port-based modeling of mechatronic systems,"Breedveld, PC",MATHEMATICS AND COMPUTERS IN SIMULATION,bond graph(s)|modelling and simulation|mechatronics|system(s)|port-based approach
5191,WOS:000277477100003,2010,Predicting the Magnitude and Spatial Distribution of Potentially Exposed Populations during IND or RDD Terrorism Incidents,"Regens, James L.|Gunter, James T.",HUMAN AND ECOLOGICAL RISK ASSESSMENT,nuclear terrorism|radiological terrorism|modeling|effects estimation|exposure estimation
5192,WOS:000208762900008,2011,Advancing Integrated Systems Modelling Framework for Life Cycle Sustainability Assessment,"Halog, Anthony|Manik, Yosef",SUSTAINABILITY,integrated sustainability assessment|life cycle thinking|multi-criteria decision making|stakeholders analysis|data envelopment analysis|agent based modelling|network theory|complexity dynamics|biofuels
5193,WOS:000411875800007,2017,Assessing uncertainty of climate change impacts on long-term hydropower generation using the CMIP5 ensemble-the case of Ecuador,"Carvajal, Pablo E.|Anandarajah, Gabrial|Mulugetta, Yacob|Dessens, Olivier",CLIMATIC CHANGE,
5194,WOS:000238832700007,2006,Integrated modelling for river basin management: the influence of temporal and spatial scale in economic models of water allocation,"Cutlac, I. M.|He, L.|Horbulyk, T. M.",WATER SCIENCE AND TECHNOLOGY,economic optimization models|simulation|spatial scale|temporal scale
5195,WOS:000347410000004,2015,Bridging the Water Supply-demand Gap in Australia: Coupling Water Demand Efficiency with Rain-independent Desalination Supply,"Sahin, Oz|Stewart, Rodney A.|Helfer, Fernanda",WATER RESOURCES MANAGEMENT,desalination|water security|water supply and demand|system dynamics|water resource management
5196,WOS:000451551400010,2018,"Discussion of ""Challenges in operationalizing the water-energy-food nexus""","Nauditt, Alexandra",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,water-energy-food security nexus|nexus modelling|scales|cross-sectoral planning|water management|nexus systems
5197,WOS:000414166600008,2017,"From overexploitation to sustainable use, an overview of 160 years of water extraction in the Amsterdam dunes, the Netherlands","Geelen, L. H. W. T.|Kamps, P. T. W. J.|Olsthoorn, T. N.",JOURNAL OF COASTAL CONSERVATION,dune slack restoration|watersupply amsterdam|coastal dunes|eco-hydrology
5198,WOS:000221330000031,2003,"Towards use of grids in environmental research, management and policy","Mineter, MJ|Dowers, S|Skouloudis, AN|Jarvis, CH",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,grid computing|urban air quality|environmental modelling|policy support
5199,WOS:000249222800015,2007,"Microbial soil respiration and its dependency on carbon inputs, soil temperature and moisture","Yuste, J. Curiel|Baldocchi, D. D.|Gershenson, A.|Goldstein, A.|Misson, L.|Wong, S.",GLOBAL CHANGE BIOLOGY,climate change|soil organic matter|decomposition|soil respiration
5200,WOS:000350942800014,2015,Global Research Alliance Modelling Platform (GRAMP): An open web platform for modelling greenhouse gas emissions from agro-ecosystems,"Yeluripati, Jagadeesh B.|del Prado, Agustin|Sanz-Cobena, Alberto|Rees, Robert M.|Li, Changsheng|Chadwick, Dave|Tilston, Emma|Topp, Cairistiona F. E.|Cardenas, Laura M.|Ingraham, Pete|Gilhespy, Sarah|Anthony, Steven|Vetter, Sylvia H.|Misselbrook, Tom|Salas, William|Smith, Pete",COMPUTERS AND ELECTRONICS IN AGRICULTURE,biogeochemical modelling|integrated modelling platform|unified modelling approach|climate change|ecosystems|greenhouse gas emissions
5201,WOS:000257013400002,2008,Life-cycle environmental and economic impacts of energy-crop fuel-chains: an integrated assessment of potential GHG avoidance in Ireland,"Styles, David|Jones, Michael B.",ENVIRONMENTAL SCIENCE & POLICY,miscanthus|willow|ghg|cost-benefit|integrated assessment
5202,WOS:000239980600089,2006,"INDISIM-SOM, an individual-based model to study short-term evolutions of carbon and nitrogen pools related to microbial activity in soil organic matter","Gras, Anna|Ginovart, Marta|Borutzky, W|Orsoni, A|Zobel, R",20TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2006,discrete simulation|individual-based model|microbial activity|carbon|nitrogen|soil organic matter
5203,WOS:000309450300009,2012,Modeling the spatial and temporal heterogeneity of deforestation-driven carbon emissions: the INPE-EM framework applied to the Brazilian Amazon,"Dutra Aguiar, Ana Paula|Ometto, Jean Pierre|Nobre, Carlos|Lapola, David Montenegro|Almeida, Claudio|Vieira, Ima Celia|Soares, Joao Vianei|Alvala, Regina|Saatchi, Sassan|Valeriano, Dalton|Castilla-Rubio, Juan Carlos",GLOBAL CHANGE BIOLOGY,amazonia|carbon emissions|deforestation|lucc|redd|secondary forests
5204,WOS:000290030703021,2007,Development of a Landscape Visualisation Tool for Communicating Hydrological Uncertainty,"Keogh, A.|Pettit, C. J.|Lowell, K.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,decision-making with uncertainty|visualisation tools
5205,WOS:000082157900030,1998,Integration and modeling in MUVEs,"Landauer, C|Bellman, KL|Landauer, C|Bellman, KL",PROCEEDINGS OF THE VIRTUAL WORLDS AND SIMULATION CONFERENCE (VWSIM'98),building virtual realities|semantic concepts of place|model integration|knowledge-based integration infrastructure|wrappings
5206,WOS:000360060700010,2015,A radiative-conductive-convective approach to calculate thaw season ground surface temperatures for modelling frost table dynamics,"Williams, Tyler J.|Pomeroy, John W.|Janowicz, J. Richard|Carey, Sean K.|Rasouli, Kabir|Quinton, William L.",HYDROLOGICAL PROCESSES,frozen soil|ground thaw|active layer|permafrost|cold regions hydrology|n-factor|hydrological modelling
5207,WOS:000313935200006,2013,"Inclusion of glacier processes for distributed hydrological modeling at basin scale with application to a watershed in Tianshan Mountains, northwest China","Luo, Yi|Arnold, Jeff|Liu, Shiyin|Wang, Xiuying|Chen, Xi",JOURNAL OF HYDROLOGY,glacier|snow|streamflow|climate change|swat
5208,WOS:A1993MA36800008,1993,AN APPROXIMATION TECHNIQUE FOR STOCHASTIC ENVIRONMENTAL MODELING,"ZIELINSKI, PA",WATER RESOURCES RESEARCH,
5209,WOS:000435610700010,2017,"A multi-model approach for analyzing water balance dynamics in Kathmandu Valley, Nepal","Thapa, Bhesh Raj|Ishidaira, Hiroshi|Pandey, Vishnu Prasad|Shakya, Narendra Man",JOURNAL OF HYDROLOGY-REGIONAL STUDIES,hydrological modeling|multi-model|water balance|water security
5210,WOS:000312517200024,2013,Strategies for integrated modeling: The community surface dynamics modeling system example,"Overeem, Irina|Berlin, Maureen M.|Syvitski, James P. M.",ENVIRONMENTAL MODELLING & SOFTWARE,community modeling|model integration|governance|earth surface dynamics
5211,WOS:000246812100011,2007,Accounting for global-mean warming and scaling uncertainties in climate change impact studies: application to a regulated lake system,"Hingray, B.|Mouhous, N.|Mezghani, A.|Bogner, K.|Schaefli, B.|Musy, A.",HYDROLOGY AND EARTH SYSTEM SCIENCES,climate change impact|regional response pattern scaling|monte carlo simulation|hydrological modelling|uncertainty analysis|impact analysis|switzerland
5212,WOS:000389912000009,2016,"Effect of Proposed Large Dams on Water Flows and Hydropower Production in the Sekong, Sesan and Srepok Rivers of the Mekong Basin","Piman, T.|Cochrane, T. A.|Arias, M. E.",RIVER RESEARCH AND APPLICATIONS,southeast asia|hec-ressim|dam operation|hydrological modelling|hydropower|mekong
5213,WOS:000229510200007,2005,A regional perspective on present and future soil chemistry at 16 Swedish forest sites,"Martinson, L|Alveteg, M|Kronnas, |Sverdrup, H|Westling, O|Warfvinge, P",WATER AIR AND SOIL POLLUTION,acidification and recovery|dynamic modeling|lrtap|regionalization|safe|sulfate adsorption
5214,WOS:000408341400011,2017,Gridded climate data products are an alternative to instrumental measurements as inputs to rainfall-runoff models,"Ledesma, Jose L. J.|Futter, Martyn N.",HYDROLOGICAL PROCESSES,catchment science|e-obs|hydrological modelling|model error|model input data|model uncertainty|precipitation measurement|temperature measurement
5215,WOS:000298855500013,2012,The Impact of Uncertainty in Climate Targets and CO2 Storage Availability on Long-Term Emissions Abatement,"Keppo, Ilkka|van der Zwaan, Bob",ENVIRONMENTAL MODELING & ASSESSMENT,climate change|energy system modeling|carbon dioxide capture and storage (ccs)|mitigation target|storage potential|uncertainty
5216,WOS:000418233900014,2018,Flood Risk Assessment in Urban Catchments Using Multiple Regression Analysis,"Jato-Espino, Daniel|Sillanpaa, Nora|Andres-Domenech, Ignacio|Rodriguez-Hernandez, Jorge",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,flood risk management|geographic information systems|multiple regression analysis|urban hydrology
5217,WOS:000250260100002,2007,Enhancing forest carbon sequestration in China: Toward an integration of scientific and socio-economic perspectives,"Chen, J. M.|Thomas, S. C.|Yin, Y.|Maclaren, V.|Liu, J.|Pan, J.|Liu, G.|Tian, Q.|Zhu, Q.|Pan, J.-J.|Shi, X.|Xue, J.|Kang, E.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,carbon sequestration|china's forests|integrated assessment|remote sensing
5218,WOS:000380817000007,2016,Uncertainty in future irrigation water demand and risk of crop failure for maize in Europe,"Webber, Heidi|Gaiser, Thomas|Oomen, Roelof|Teixeira, Edmar|Zhao, Gang|Wallach, Daniel|Zimmermann, Andrea|Ewert, Frank",ENVIRONMENTAL RESEARCH LETTERS,crop model|impact assessment|crop water use|evapotranspiration|irrigation|drought|uncertainty
5219,WOS:000072012700005,1998,Assessing land-use impacts on natural resources,"Dale, VH|King, AW|Mann, LK|Washington-Allen, RA|McCord, RA",ENVIRONMENTAL MANAGEMENT,land management|assessment|habitat characterization|limestone barrens|ecological modeling|geographic information systems
5220,WOS:000361906400004,2015,Toward creating simpler hydrological models: A LASSO subset selection approach,"Bardsley, W. E.|Vetrova, V.|Liu, S.",ENVIRONMENTAL MODELLING & SOFTWARE,model simplification|linear basis functions|linear lasso|subset selection|finite mixture distributions|linear programming|runoff model|groundwater model
5221,WOS:000363348900025,2015,Review on environmental alterations propagating from aquatic to terrestrial ecosystems,"Schulz, Ralf|Bundschuh, Mirco|Gergs, Rene|Bruehl, Carsten A.|Diehl, Doerte|Entling, Martin H.|Fahse, Lorenz|Froer, Oliver|Jungkunst, Hermann F.|Lorke, Andreas|Schaefer, Ralf B.|Schaumann, Gabriele E.|Schwenk, Klaus",SCIENCE OF THE TOTAL ENVIRONMENT,aquatic-terrestrial subsidies|flood events|hot moments|hot spots|biogeochemical processes|environmental chemicals
5222,WOS:000423641300003,2018,A Bayesian alternative for multi-objective ecohydrological model specification,"Tang, Yating|Marshall, Lucy|Sharma, Ashish|Ajami, Hoori",JOURNAL OF HYDROLOGY,ecohydrology|multi-objective optimization|bayesian inference|prior distribution|pareto front
5223,WOS:000356814300005,2015,"Modeling Megacity Drinking Water Security under a DSS Framework in a Tidal River at the North Pearl River Delta, China","Xiao, Dacheng|Jia, Haifeng|Wang, Zheng",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,decision support system|hydrodynamic and water quality simulation|drinking water security|scenario analysis|tidal river|efdc|wasp
5224,WOS:000357105901090,2013,Mean monthly radiation surfaces for Australia at 1 arc-second resolution,"Austin, J. M.|Gallant, J. C.|Van Niel, T.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),solar radiation|climate surfaces|digital elevation model
5225,WOS:000326538300081,2013,Assessing the impacts of climate change in Mediterranean catchments under conditions of data scarcity The Gaza Case Study,"Gampe, David|Ludwig, Ralf|Afifi, Samir","2013 5TH INTERNATIONAL CONFERENCE ON MODELING, SIMULATION AND APPLIED OPTIMIZATION (ICMSAO)",hydrological modeling|evapotranspiration|remote sensing|calibration|triangle method|climb project|wasim
5226,WOS:000319309000006,2013,Illustrative national scale scenarios of environmental and human health impacts of Carbon Capture and Storage,"Tzanidakis, Konstantinos|Oxley, Tim|Cockerill, Tim|ApSimon, Helen",ENVIRONMENT INTERNATIONAL,carbon capture and storage|life-cycle impacts|ukiam|integrated assessment
5227,WOS:000383770600009,2016,"Application of deterministic distributed hydrological model for large catchment: a case study at Vu Gia Thu Bon catchment, Vietnam","Ngoc Duong Vo, |Gourbesville, Philippe",JOURNAL OF HYDROINFORMATICS,deterministic hydrological modeling|long-term simulations|multi-calibration|sensitivity analysis|vietnam|vu gia thu bon catchment
5228,WOS:000310491700044,2011,Multiple Levels of Abstraction Modelling for Service-Oriented Distributed Embedded Real-Time Software Design,"Aziz, Muhammad Waqar|Mohamad, Radziah|Jawawi, Dayang N. A.|AbdManaf, A|Zeki, A|Zamani, M|Chuprat, S|ElQawasmeh, E","INFORMATICS ENGINEERING AND INFORMATION SCIENCE, PT I",distributed embedded real-time systems|software design|levels of abstraction|service orientation|modelling
5229,WOS:000361034400008,2015,Welfare Effects of Water Variability in Agriculture. Insights from a Multimarket Model,"Ponce, Roberto|Blanco, Maria|Giupponi, Carlo",WATER,
5230,WOS:000438188300001,2018,On the dynamic nature of hydrological similarity,"Loritz, Ralf|Gupta, Hoshin|Jackisch, Conrad|Westhoff, Martijn|Kleidon, Axel|Ehret, Uwe|Zehe, Erwin",HYDROLOGY AND EARTH SYSTEM SCIENCES,
5231,WOS:000410963800004,2017,The integrated function modeling framework and its relation to function structures,"Gericke, Kilian|Eisenbart, Boris",AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,benchmarking|conceptual design|flexibility|function modeling|functional perspectives
